transaction_id,amount,transaction_hour,foreign_transaction,location_mismatch,velocity_last_24h,cardholder_age,is_fraud,device_trust_score_binned,merchant_category_Clothing,merchant_category_Electronics,merchant_category_Food,merchant_category_Grocery,merchant_category_Travel
2472,529.8425,0,0,0,3,55,0,3,0,0,0,0,1
2473,432.34,7,0,0,0,51,0,2,1,0,0,0,0
2474,230.52,21,1,0,3,50,0,3,0,0,1,0,0
2475,137.21,7,0,0,0,21,0,2,0,0,0,0,1
2476,367.2,23,0,0,1,37,0,1,1,0,0,0,0
2477,25.2,10,0,0,0,40,0,2,0,0,1,0,0
2478,281.35,13,0,0,3,67,0,1,1,0,0,0,0
2479,24.0,23,0,0,2,53,0,2,0,0,0,1,0
2480,284.56,9,1,1,2,43,0,3,0,0,0,0,1
2481,58.08,14,0,0,4,60,0,2,0,0,1,0,0
2482,377.34,6,0,0,3,18,0,2,1,0,0,0,0
2483,518.97,6,1,0,3,56,0,3,0,0,1,0,0
2484,29.0,9,1,0,3,60,0,2,0,1,0,0,0
2485,111.81,3,0,0,1,49,0,2,0,0,0,0,1
2486,529.8425,17,0,0,3,65,0,3,0,0,0,1,0
2487,118.89,9,0,0,5,68,0,1,0,0,1,0,0
2488,358.52,18,0,0,2,45,0,1,1,0,0,0,0
2489,159.93,13,0,0,1,41,0,2,0,0,1,0,0
2490,84.7,12,0,1,3,30,0,3,1,0,0,0,0
2491,60.58,14,0,0,3,50,0,1,0,0,1,0,0
2492,40.89,15,0,0,1,29,0,2,0,0,0,1,0
2493,258.23,1,0,0,1,50,0,2,0,0,0,1,0
2494,87.96,3,0,0,1,31,0,3,0,0,0,0,1
2495,128.87,20,0,0,1,30,0,3,0,0,0,1,0
2496,122.02,17,0,0,0,65,0,1,0,0,1,0,0
2497,154.99,16,0,0,1,54,0,1,0,0,1,0,0
2498,361.22,9,0,0,1,44,0,1,0,0,0,1,0
2499,529.8425,20,0,0,1,21,0,1,0,1,0,0,0
2500,94.24,8,0,1,2,21,0,2,0,0,1,0,0
2501,316.34,14,0,0,2,57,0,3,0,0,0,0,1
2502,260.31,11,0,0,4,64,0,3,0,1,0,0,0
2503,153.4,20,0,0,1,33,0,2,0,0,0,1,0
2504,529.8425,8,0,0,3,56,0,2,1,0,0,0,0
2505,40.27,13,1,1,1,57,1,1,0,0,1,0,0
2506,20.83,12,0,0,5,35,0,3,1,0,0,0,0
2507,346.3,5,0,0,2,33,0,2,0,0,0,0,1
2508,104.09,18,0,0,3,64,0,3,0,1,0,0,0
2509,337.88,3,0,0,1,48,0,3,1,0,0,0,0
2510,402.44,19,0,0,1,43,0,3,0,0,0,0,1
2511,11.61,16,1,0,1,40,0,2,1,0,0,0,0
2512,386.92,18,0,0,1,69,0,1,1,0,0,0,0
2513,107.06,2,0,0,2,65,0,1,0,0,0,0,1
2514,128.56,13,0,0,1,65,0,3,0,0,1,0,0
2515,177.32,16,0,0,3,19,0,3,1,0,0,0,0
2516,469.6,12,0,0,2,55,0,2,0,0,0,0,1
2517,3.47,8,0,0,4,28,0,3,1,0,0,0,0
2518,116.62,0,0,0,3,22,0,3,0,0,1,0,0
2519,209.5,16,0,0,3,64,0,3,0,0,0,0,1
2520,230.88,15,0,0,1,31,0,2,1,0,0,0,0
2521,212.29,17,0,0,2,33,0,1,0,0,0,1,0
2522,25.99,1,0,0,4,65,0,2,0,0,1,0,0
2523,64.05,13,0,0,2,58,0,1,1,0,0,0,0
2524,79.97,21,1,0,0,68,0,1,0,1,0,0,0
2525,293.74,22,0,0,1,54,0,1,0,0,0,0,1
2526,58.82,16,0,0,5,38,0,3,1,0,0,0,0
2527,42.59,2,0,1,2,25,0,1,0,0,1,0,0
2528,529.8425,1,0,0,4,31,0,1,0,0,1,0,0
2529,1.6,7,0,0,2,26,0,3,0,1,0,0,0
2530,529.8425,1,0,0,0,29,1,1,0,1,0,0,0
2531,203.32,1,0,0,2,32,0,1,1,0,0,0,0
2532,317.34,8,0,0,1,42,0,1,0,0,0,1,0
2533,62.82,19,0,1,1,38,0,1,0,0,1,0,0
2534,2.6,20,1,0,2,63,0,2,0,0,0,1,0
2535,241.0,5,0,0,1,51,0,2,0,0,0,1,0
2536,323.4,11,0,0,1,43,0,2,1,0,0,0,0
2537,242.8,8,0,0,1,21,0,2,0,0,0,0,1
2538,27.75,6,0,0,5,42,0,2,0,0,0,0,1
2539,252.02,11,0,0,3,57,0,3,0,0,0,0,1
2540,263.7,4,0,0,3,49,0,3,0,1,0,0,0
2541,193.41,15,1,0,1,46,0,2,0,0,1,0,0
2542,261.53,4,1,0,3,39,0,1,0,1,0,0,0
2543,336.65,11,0,0,2,51,0,1,0,0,1,0,0
2544,171.16,23,0,0,2,36,0,3,0,0,1,0,0
2545,16.7,19,0,0,2,67,0,2,0,0,1,0,0
2546,120.37,8,0,0,2,23,0,1,1,0,0,0,0
2547,14.55,22,0,0,2,37,0,3,0,0,0,0,1
2548,94.23,6,0,0,1,33,0,1,0,1,0,0,0
2549,94.09,18,0,1,1,50,0,2,0,1,0,0,0
2550,12.29,19,0,0,1,26,0,1,1,0,0,0,0
2551,77.21,22,0,1,5,39,0,3,0,0,1,0,0
2552,21.18,10,0,0,4,51,0,2,0,0,0,0,1
2553,297.27,20,1,0,2,64,0,3,0,0,0,1,0
2554,529.8425,11,0,0,2,36,0,3,0,0,0,1,0
2555,13.51,2,0,0,2,58,0,3,1,0,0,0,0
2556,529.8425,16,0,0,1,58,0,3,0,0,0,0,1
2557,133.08,6,0,0,3,54,0,3,0,0,0,1,0
2558,64.09,21,1,0,1,21,0,3,0,0,0,1,0
2559,14.4,9,0,0,2,22,0,2,0,1,0,0,0
2560,124.99,22,0,0,1,29,0,2,0,0,0,0,1
2561,284.83,14,0,0,1,50,0,3,0,0,0,1,0
2562,221.02,1,0,0,3,68,0,1,0,1,0,0,0
2563,9.28,12,0,0,2,26,0,3,0,0,0,0,1
2564,13.63,3,0,0,1,61,0,3,0,0,1,0,0
2565,92.81,17,1,0,1,46,0,2,0,0,0,0,1
2566,62.99,23,0,0,0,47,0,3,1,0,0,0,0
2567,47.6,22,0,0,0,46,0,3,0,1,0,0,0
2568,59.38,0,0,0,0,62,0,1,0,0,1,0,0
2569,292.86,1,0,0,2,69,0,1,0,1,0,0,0
2570,476.69,1,0,0,1,34,0,3,0,1,0,0,0
2571,93.49,3,0,0,2,52,0,2,0,0,0,1,0
2572,425.82,2,0,0,5,30,0,2,0,0,0,0,1
2573,69.82,16,0,0,2,63,0,2,0,1,0,0,0
2574,116.48,13,0,0,3,53,0,3,0,1,0,0,0
2575,46.12,1,0,1,1,21,0,1,1,0,0,0,0
2576,184.14,15,0,0,2,18,0,1,1,0,0,0,0
2577,529.8425,10,0,0,3,55,0,3,1,0,0,0,0
2578,166.51,12,0,0,5,60,0,2,0,1,0,0,0
2579,79.72,0,0,0,0,44,0,1,0,0,1,0,0
2580,187.85,22,0,0,2,45,0,1,0,0,0,0,1
2581,23.61,1,0,0,3,42,0,3,0,1,0,0,0
2582,395.13,1,0,0,5,41,1,1,0,0,0,1,0
2583,125.88,20,0,0,3,19,0,1,0,0,1,0,0
2584,107.4,4,0,0,2,40,0,2,0,0,1,0,0
2585,158.68,3,0,0,1,68,0,1,0,0,0,0,1
2586,176.45,11,0,0,4,39,0,1,0,0,1,0,0
2587,13.41,2,0,0,2,35,0,3,0,0,0,0,1
2588,206.58,19,0,0,1,69,0,1,0,0,1,0,0
2589,49.86,9,0,0,1,33,0,1,0,0,0,0,1
2590,225.29,19,0,0,3,49,0,3,1,0,0,0,0
2591,311.22,17,0,1,1,20,0,1,1,0,0,0,0
2592,293.3,20,0,0,2,18,0,2,0,0,1,0,0
2593,144.73,20,0,0,0,51,0,2,0,0,1,0,0
2594,132.18,20,0,0,2,62,0,2,0,0,0,0,1
2595,27.75,9,0,0,2,43,0,1,0,0,0,0,1
2596,268.78,0,0,0,1,63,0,3,0,1,0,0,0
2597,57.0,5,0,0,3,57,0,3,1,0,0,0,0
2598,123.58,10,0,1,3,63,0,1,0,1,0,0,0
2599,60.2,1,0,0,0,23,0,1,0,1,0,0,0
2600,25.86,6,0,0,4,61,0,1,0,0,0,1,0
2601,178.75,19,0,0,3,53,0,1,0,0,0,0,1
2602,10.06,20,0,0,3,26,0,1,0,0,0,1,0
2603,248.56,20,0,0,0,24,0,2,0,0,0,1,0
2604,68.78,20,0,0,3,48,0,2,0,1,0,0,0
2605,0.02,17,0,0,4,50,0,1,0,0,0,1,0
2606,128.82,20,0,0,5,21,0,2,0,0,0,0,1
2607,8.64,18,0,0,4,23,0,3,0,1,0,0,0
2608,58.18,3,0,0,0,28,0,3,0,0,0,0,1
2609,220.95,12,1,0,4,57,0,3,0,0,1,0,0
2610,11.65,17,0,0,2,30,0,2,0,0,0,1,0
2611,329.12,19,0,0,2,26,0,3,0,1,0,0,0
2612,0.69,23,0,0,2,68,0,2,1,0,0,0,0
2613,51.02,12,0,0,1,35,0,3,0,0,0,0,1
2614,243.1,18,0,0,0,43,0,1,0,0,0,1,0
2615,68.43,16,0,0,0,40,0,1,0,0,0,0,1
2616,19.34,0,0,0,2,40,0,1,0,0,0,0,1
2617,80.4,5,0,0,2,68,0,2,0,0,1,0,0
2618,56.74,18,0,0,2,22,0,3,0,0,0,0,1
2619,332.94,19,0,0,0,27,0,3,0,0,1,0,0
2620,67.67,0,0,0,3,64,0,2,0,0,1,0,0
2621,280.0,7,0,0,3,57,0,3,0,0,1,0,0
2622,400.4,16,0,0,1,36,0,2,0,0,0,1,0
2623,102.39,20,0,0,6,25,0,1,0,0,0,0,1
2624,433.32,21,0,0,1,32,0,1,0,0,0,0,1
2625,85.27,14,0,0,3,36,0,1,0,0,1,0,0
2626,529.8425,17,0,0,6,21,0,1,0,0,0,0,1
2627,16.84,6,0,0,6,52,0,2,0,0,0,0,1
2628,209.09,15,0,0,2,54,0,2,0,0,1,0,0
2629,122.55,6,0,0,1,29,0,3,1,0,0,0,0
2630,88.28,16,0,0,0,48,0,3,1,0,0,0,0
2631,180.29,3,1,1,2,33,1,1,0,0,1,0,0
2632,219.04,11,0,0,3,57,0,1,0,0,0,1,0
2633,0.79,12,0,0,1,38,0,2,0,0,0,0,1
2634,32.88,3,0,0,5,37,0,3,0,0,0,0,1
2635,224.72,20,0,0,0,67,0,3,1,0,0,0,0
2636,197.6,0,0,0,4,39,0,1,0,0,1,0,0
2637,529.8425,0,0,0,5,61,0,3,0,0,0,1,0
2638,257.66,6,0,0,0,22,0,1,0,0,1,0,0
2639,529.8425,8,0,0,0,25,0,3,1,0,0,0,0
2640,218.25,0,0,0,3,25,0,3,1,0,0,0,0
2641,63.7,15,0,0,2,50,0,3,0,0,0,0,1
2642,20.04,17,0,0,4,44,0,1,0,1,0,0,0
2643,274.04,21,0,1,2,47,0,2,0,0,0,1,0
2644,185.98,14,0,0,2,45,0,2,0,0,0,1,0
2645,8.89,5,0,0,2,57,0,3,0,1,0,0,0
2646,80.35,1,0,0,4,68,0,1,1,0,0,0,0
2647,529.8425,8,0,0,1,35,0,3,0,0,1,0,0
2648,124.91,3,0,0,2,69,0,1,0,0,0,1,0
2649,102.05,12,0,0,1,27,0,2,0,1,0,0,0
2650,110.15,22,0,0,2,57,0,3,0,0,0,0,1
2651,42.18,21,0,0,1,30,0,2,0,0,0,0,1
2652,82.8,10,0,0,3,54,0,3,1,0,0,0,0
2653,83.11,12,0,0,1,60,0,3,0,0,0,1,0
2654,9.68,10,0,0,5,57,0,3,0,0,1,0,0
2655,262.65,18,0,0,1,68,0,2,0,0,0,1,0
2656,96.97,7,0,0,0,40,0,2,0,0,0,0,1
2657,310.86,6,1,1,2,36,0,3,0,0,0,1,0
2658,341.9,15,0,0,4,40,0,2,0,0,0,0,1
2659,42.88,2,1,0,3,58,0,1,0,1,0,0,0
2660,192.79,16,0,0,2,33,0,2,0,1,0,0,0
2661,115.05,17,0,0,6,29,0,1,0,0,0,0,1
2662,381.88,14,0,0,0,53,0,2,0,0,1,0,0
2663,43.74,16,0,0,3,21,0,3,0,0,1,0,0
2664,203.87,10,0,0,3,29,0,1,0,0,0,1,0
2665,168.46,4,0,0,0,44,0,2,0,0,0,0,1
2666,63.0,15,0,1,2,31,0,2,1,0,0,0,0
2667,26.44,14,0,0,2,33,0,1,0,0,1,0,0
2668,189.81,9,0,0,0,46,0,1,0,0,1,0,0
2669,241.5,13,0,0,2,29,0,2,0,1,0,0,0
2670,68.27,1,0,0,2,32,0,2,0,0,1,0,0
2671,186.33,15,0,0,1,18,0,3,0,0,1,0,0
2672,90.49,18,0,0,2,45,0,1,0,0,1,0,0
2673,224.82,7,1,0,4,25,0,3,0,0,0,0,1
2674,39.99,14,0,1,1,49,0,3,0,0,0,0,1
2675,397.66,9,0,1,2,42,0,3,0,1,0,0,0
2676,60.99,4,0,0,0,52,0,2,0,0,0,1,0
2677,82.53,19,0,0,5,29,0,3,0,0,1,0,0
2678,10.77,15,0,0,3,23,0,2,0,0,0,1,0
2679,21.28,20,0,0,4,48,0,3,0,0,0,0,1
2680,130.57,21,0,0,0,26,0,3,0,0,1,0,0
2681,56.06,11,0,0,2,69,0,2,0,0,0,1,0
2682,324.85,22,0,0,2,42,0,2,0,0,0,1,0
2683,2.66,12,0,0,0,37,0,1,1,0,0,0,0
2684,85.78,8,0,0,5,55,0,2,0,0,0,0,1
2685,74.07,16,0,0,3,32,0,1,0,1,0,0,0
2686,3.51,19,0,0,0,53,0,2,0,1,0,0,0
2687,23.91,11,0,0,3,43,0,2,1,0,0,0,0
2688,96.09,4,0,0,2,54,0,1,0,0,0,1,0
2689,122.22,23,0,0,3,66,0,3,1,0,0,0,0
2690,93.24,11,0,0,1,58,0,3,1,0,0,0,0
2691,136.26,0,0,0,2,28,0,2,0,0,0,0,1
2692,162.75,19,0,0,1,44,0,2,0,0,1,0,0
2693,1.8,15,0,0,2,56,0,1,0,0,0,1,0
2694,112.28,11,0,0,5,38,0,3,0,1,0,0,0
2695,529.8425,8,0,0,2,23,0,3,0,1,0,0,0
2696,131.75,12,0,0,1,28,0,1,1,0,0,0,0
2697,203.72,16,0,0,2,63,0,1,1,0,0,0,0
2698,67.28,16,0,0,3,48,0,1,1,0,0,0,0
2699,267.69,3,0,0,2,28,0,1,0,0,0,1,0
2700,266.84,13,0,0,0,68,0,2,1,0,0,0,0
2701,132.6,18,0,0,1,62,0,2,1,0,0,0,0
2702,529.8425,6,0,0,0,25,0,2,0,0,1,0,0
2703,24.15,2,0,0,2,36,0,3,0,0,0,1,0
2704,3.08,0,0,1,3,49,0,2,0,0,0,0,1
2705,264.67,11,0,0,0,43,0,2,0,0,0,0,1
2706,296.26,14,0,0,3,63,0,3,0,0,1,0,0
2707,23.05,10,0,1,1,54,0,2,0,1,0,0,0
2708,55.56,9,0,0,0,60,0,1,0,0,0,0,1
2709,3.19,1,1,0,2,51,0,1,0,0,0,1,0
2710,62.49,3,0,0,1,64,0,1,0,1,0,0,0
2711,267.02,16,0,0,2,33,0,3,1,0,0,0,0
2712,131.35,16,0,1,2,50,0,2,0,0,0,1,0
2713,77.01,7,0,0,2,52,0,1,0,1,0,0,0
2714,83.66,22,0,0,1,27,0,2,0,0,0,0,1
2715,0.24,13,0,0,3,53,0,1,1,0,0,0,0
2716,64.15,23,0,0,1,40,0,3,1,0,0,0,0
2717,187.16,3,0,1,4,65,0,2,0,0,0,1,0
2718,529.8425,5,0,0,0,58,0,1,1,0,0,0,0
2719,337.99,18,0,0,3,21,0,1,0,1,0,0,0
2720,4.3,23,1,0,2,36,0,3,0,0,1,0,0
2721,411.89,3,1,0,1,36,0,2,0,0,0,0,1
2722,275.18,2,0,0,3,59,0,2,0,0,0,1,0
2723,272.85,19,0,0,1,59,0,2,0,0,1,0,0
2724,110.25,5,0,0,0,31,0,2,0,0,1,0,0
2725,91.35,22,0,0,1,50,0,2,0,0,0,1,0
2726,64.95,6,0,0,1,65,0,2,0,1,0,0,0
2727,12.23,13,0,0,3,69,0,1,0,0,0,0,1
2728,46.63,11,0,0,2,54,0,2,0,0,0,1,0
2729,50.97,15,0,0,0,63,0,3,0,0,1,0,0
2730,119.12,19,0,0,4,35,0,3,0,0,1,0,0
2731,247.7,7,0,0,1,25,0,3,0,0,0,1,0
2732,115.58,22,0,0,0,27,0,3,0,0,1,0,0
2733,10.73,1,0,0,3,48,0,3,0,0,0,1,0
2734,529.8425,12,0,0,1,52,0,1,0,0,0,1,0
2735,514.78,7,0,0,2,42,0,3,0,0,0,0,1
2736,276.84,20,0,0,3,42,0,2,0,0,0,1,0
2737,529.8425,19,0,1,0,57,0,2,0,0,1,0,0
2738,141.54,15,1,0,2,64,0,2,1,0,0,0,0
2739,529.8425,3,0,0,3,63,0,3,0,0,0,0,1
2740,14.15,15,0,0,1,20,0,3,0,0,1,0,0
2741,81.94,19,1,0,1,32,0,3,0,0,1,0,0
2742,45.97,5,0,1,1,49,0,2,0,0,0,0,1
2743,39.23,3,0,0,1,38,0,1,0,0,0,0,1
2744,27.32,15,0,0,0,50,0,3,0,0,1,0,0
2745,175.31,22,0,1,1,56,0,1,1,0,0,0,0
2746,273.63,22,0,0,0,44,0,2,0,1,0,0,0
2747,155.42,20,0,0,0,31,0,1,0,0,1,0,0
2748,28.61,12,0,0,2,53,0,3,0,0,0,0,1
2749,300.0,4,0,0,5,63,0,3,0,0,0,1,0
2750,181.89,14,0,0,0,58,0,3,0,0,0,1,0
2751,88.43,7,0,0,1,27,0,1,0,0,0,0,1
2752,201.83,6,0,0,2,41,0,1,0,0,0,0,1
2753,54.18,13,0,0,2,27,0,3,0,1,0,0,0
2754,76.21,6,0,0,2,48,0,2,0,0,0,0,1
2755,449.06,21,0,0,1,56,0,1,0,0,0,1,0
2756,61.78,6,0,0,2,64,0,1,1,0,0,0,0
2757,114.27,22,0,0,5,45,0,2,0,0,0,0,1
2758,397.54,17,0,0,0,21,0,1,0,1,0,0,0
2759,221.41,9,0,0,1,67,0,1,1,0,0,0,0
2760,11.56,17,1,0,1,65,0,1,0,1,0,0,0
2761,28.68,13,1,0,2,36,0,2,1,0,0,0,0
2762,1.42,9,0,0,1,57,0,1,0,0,0,0,1
2763,179.41,6,1,0,4,33,0,2,0,0,0,1,0
2764,106.85,6,0,0,1,49,0,1,1,0,0,0,0
2765,25.95,6,1,1,1,23,0,3,0,0,1,0,0
2766,529.8425,4,0,0,1,68,0,1,0,1,0,0,0
2767,135.77,0,0,0,1,27,0,2,1,0,0,0,0
2768,49.85,13,0,0,4,62,0,1,0,1,0,0,0
2769,124.98,17,1,0,1,33,0,3,0,0,0,1,0
2770,204.88,12,0,0,1,19,0,3,0,1,0,0,0
2771,14.27,7,0,1,2,25,0,3,0,1,0,0,0
2772,57.81,7,1,0,2,58,0,2,0,0,1,0,0
2773,296.08,9,0,0,1,56,0,3,0,1,0,0,0
2774,110.8,16,0,0,3,22,0,1,1,0,0,0,0
2775,142.37,5,0,0,3,47,0,2,0,1,0,0,0
2776,102.07,14,0,0,1,25,0,2,0,0,0,0,1
2777,8.08,14,1,0,2,46,0,3,0,1,0,0,0
2778,32.62,15,1,0,2,20,0,2,0,0,0,0,1
2779,106.16,7,0,0,1,30,0,1,0,1,0,0,0
2780,42.24,18,0,0,1,69,0,3,0,1,0,0,0
2781,9.23,19,0,0,3,44,0,2,1,0,0,0,0
2782,334.02,14,0,0,3,68,0,3,0,0,0,0,1
2783,529.8425,2,0,0,1,29,0,3,0,0,0,0,1
2784,283.63,5,0,0,1,68,0,2,0,0,1,0,0
2785,346.08,7,0,0,2,57,0,3,0,1,0,0,0
2786,49.87,15,1,0,1,68,0,3,0,1,0,0,0
2787,529.8425,14,0,0,1,23,0,2,1,0,0,0,0
2788,39.48,12,0,0,3,56,0,3,0,0,1,0,0
2789,529.8425,19,0,0,2,66,0,2,0,0,1,0,0
2790,529.8425,14,0,1,2,32,0,3,1,0,0,0,0
2791,223.89,17,0,0,2,63,0,2,0,0,0,0,1
2792,529.8425,12,0,0,2,64,0,3,0,0,0,1,0
2793,151.72,23,1,1,1,25,0,3,1,0,0,0,0
2794,54.09,7,0,0,1,57,0,2,0,0,0,0,1
2795,103.4,13,0,0,1,69,0,3,0,0,1,0,0
2796,162.06,10,0,0,5,41,0,3,1,0,0,0,0
2797,13.66,5,0,0,3,49,0,3,0,0,0,1,0
2798,175.28,23,0,0,2,48,0,2,0,1,0,0,0
2799,529.8425,0,0,0,2,55,0,2,1,0,0,0,0
2800,37.95,1,0,0,1,20,0,3,0,0,0,1,0
2801,283.15,12,0,0,3,65,0,2,0,0,0,1,0
2802,429.28,0,0,0,3,52,0,1,1,0,0,0,0
2803,517.88,23,0,0,6,30,0,3,0,0,0,0,1
2804,529.8425,23,0,0,1,64,0,3,1,0,0,0,0
2805,132.66,3,0,0,2,59,0,1,0,0,1,0,0
2806,529.8425,23,0,0,1,58,0,3,0,0,0,1,0
2807,254.87,22,0,0,3,32,0,3,0,0,0,1,0
2808,31.74,1,0,0,3,43,0,2,0,1,0,0,0
2809,116.64,20,0,0,0,29,0,3,0,0,0,1,0
2810,228.06,19,0,0,3,42,0,1,0,1,0,0,0
2811,51.15,15,0,0,3,45,0,1,0,0,0,1,0
2812,184.21,2,0,0,3,36,0,1,0,0,0,1,0
2813,197.71,16,0,0,3,26,0,1,1,0,0,0,0
2814,31.96,4,0,0,1,52,0,1,1,0,0,0,0
2815,149.87,7,0,0,3,62,0,2,0,0,1,0,0
2816,265.82,11,0,0,0,53,0,1,0,0,0,0,1
2817,124.37,22,0,0,0,49,0,2,0,0,1,0,0
2818,2.19,11,0,0,4,20,0,3,0,0,0,1,0
2819,1.63,0,0,0,1,22,0,1,0,0,1,0,0
2820,79.5,0,0,0,1,69,0,2,1,0,0,0,0
2821,469.14,14,1,0,4,58,0,1,0,0,0,1,0
2822,46.74,16,0,0,1,35,0,2,0,0,0,1,0
2823,181.1,1,0,0,3,59,0,1,0,0,1,0,0
2824,45.2,16,0,0,3,68,0,2,0,1,0,0,0
2825,69.86,19,0,0,2,32,0,1,0,0,0,0,1
2826,339.15,8,0,0,1,42,0,3,0,0,1,0,0
2827,234.92,11,1,0,2,35,0,1,0,0,1,0,0
2828,18.05,3,0,0,1,24,0,3,0,0,0,0,1
2829,100.77,12,0,0,5,39,0,3,0,0,0,1,0
2830,5.33,3,0,0,4,41,0,3,0,0,0,1,0
2831,118.02,6,0,0,2,52,0,3,0,1,0,0,0
2832,195.48,13,0,0,3,39,0,2,0,0,1,0,0
2833,22.7,8,0,0,1,44,0,2,0,0,0,0,1
2834,61.37,22,0,0,4,19,0,1,0,0,1,0,0
2835,91.3,0,0,0,4,28,0,3,1,0,0,0,0
2836,453.58,0,0,0,2,64,0,2,0,0,1,0,0
2837,529.8425,19,1,0,3,43,0,1,0,0,1,0,0
2838,8.27,3,0,0,4,24,0,3,1,0,0,0,0
2839,257.64,0,0,0,2,36,0,1,1,0,0,0,0
2840,83.66,21,0,0,1,54,0,1,0,0,0,0,1
2841,89.7,9,0,0,1,36,0,3,0,0,0,1,0
2842,252.63,1,0,0,1,27,0,1,0,1,0,0,0
2843,451.12,20,0,0,1,64,0,2,1,0,0,0,0
2844,529.8425,23,0,0,2,48,0,2,0,0,0,1,0
2845,154.92,14,0,0,2,18,0,3,0,0,0,0,1
2846,79.52,2,0,0,1,34,0,1,0,0,1,0,0
2847,278.83,22,0,0,2,27,0,1,0,0,0,0,1
2848,52.02,8,0,0,2,53,0,2,0,0,0,0,1
2849,149.45,16,1,0,2,38,0,2,1,0,0,0,0
2850,79.93,20,0,0,2,34,0,3,0,1,0,0,0
2851,192.41,12,0,0,5,59,0,3,1,0,0,0,0
2852,49.49,2,0,0,1,61,0,1,0,0,1,0,0
2853,38.28,3,0,0,3,60,0,1,1,0,0,0,0
2854,450.71,3,0,0,3,20,0,3,0,0,1,0,0
2855,19.33,10,0,0,2,68,0,2,1,0,0,0,0
2856,126.92,6,0,0,2,67,0,1,0,1,0,0,0
2857,44.92,10,0,0,2,39,0,3,0,0,0,1,0
2858,7.15,23,0,0,1,47,0,2,0,1,0,0,0
2859,6.6,10,0,0,3,67,0,1,1,0,0,0,0
2860,34.68,9,0,0,3,53,0,3,0,0,0,0,1
2861,362.82,4,0,0,1,22,0,1,0,0,0,1,0
2862,59.75,12,0,0,2,20,0,2,0,0,0,0,1
2863,529.8425,11,0,0,4,18,0,3,0,1,0,0,0
2864,156.85,9,0,0,2,34,0,2,0,0,0,1,0
2865,103.28,6,0,0,4,66,0,2,1,0,0,0,0
2866,156.19,18,0,0,1,69,0,2,0,0,0,0,1
2867,130.88,18,0,0,5,39,0,3,1,0,0,0,0
2868,255.97,18,0,0,2,44,0,1,0,0,1,0,0
2869,59.76,11,0,0,4,50,0,3,0,0,0,1,0
2870,78.39,19,0,0,2,38,0,3,0,0,0,0,1
2871,404.14,21,0,1,1,18,0,1,0,1,0,0,0
2872,526.91,14,0,0,1,21,0,1,0,1,0,0,0
2873,401.55,4,0,0,2,58,0,3,0,1,0,0,0
2874,97.88,23,0,0,1,23,0,1,0,1,0,0,0
2875,272.84,13,0,0,2,45,0,1,0,0,0,0,1
2876,116.44,11,0,1,1,29,0,2,0,0,1,0,0
2877,123.88,20,0,0,3,62,0,2,0,1,0,0,0
2878,41.22,10,0,0,3,69,0,3,0,1,0,0,0
2879,160.98,4,1,0,2,40,0,3,0,1,0,0,0
2880,37.07,15,0,0,3,60,0,1,0,0,1,0,0
2881,72.51,17,0,0,2,29,0,2,0,0,0,1,0
2882,347.62,11,1,0,5,59,0,2,0,1,0,0,0
2883,41.76,4,0,0,1,65,0,2,0,1,0,0,0
2884,13.29,15,0,0,3,66,0,3,0,1,0,0,0
2885,12.87,11,0,0,3,62,0,3,0,0,0,1,0
2886,508.78,22,0,0,2,50,0,2,0,1,0,0,0
2887,127.28,1,1,0,0,38,0,2,0,0,0,1,0
2888,94.79,5,1,0,0,58,0,1,0,0,0,1,0
2889,299.77,22,1,0,4,57,0,3,1,0,0,0,0
2890,325.23,20,1,0,3,44,0,3,1,0,0,0,0
2891,72.68,3,0,0,0,67,0,1,0,1,0,0,0
2892,212.93,12,0,0,3,49,0,3,0,0,0,0,1
2893,265.42,9,0,0,3,18,0,1,1,0,0,0,0
2894,191.38,16,0,0,3,49,0,3,1,0,0,0,0
2895,29.59,13,0,0,1,20,0,3,0,0,0,0,1
2896,375.58,23,0,1,3,50,0,2,0,0,1,0,0
2897,139.42,14,1,0,1,18,0,3,0,1,0,0,0
2898,59.75,7,0,0,1,41,0,1,0,0,1,0,0
2899,99.68,22,0,0,0,36,0,2,0,0,1,0,0
2900,6.89,23,0,1,3,35,0,1,0,0,0,1,0
2901,24.63,17,0,0,0,49,0,2,0,0,0,1,0
2902,261.09,2,0,0,1,61,0,2,0,1,0,0,0
2903,0.0,16,0,0,1,23,0,2,0,0,0,0,1
2904,96.99,23,0,0,4,34,0,2,0,0,0,1,0
2905,133.06,23,0,0,1,29,0,2,1,0,0,0,0
2906,10.11,6,0,0,0,51,0,3,0,1,0,0,0
2907,529.8425,12,0,0,4,53,0,2,0,0,1,0,0
2908,46.14,15,0,0,2,56,0,3,0,1,0,0,0
2909,65.28,4,0,0,1,19,0,1,0,0,0,1,0
2910,65.22,3,0,0,3,37,0,1,0,0,0,0,1
2911,47.14,9,1,0,4,37,0,1,0,0,1,0,0
2912,0.27,12,0,0,4,64,0,2,0,0,0,0,1
2913,235.24,9,1,0,1,56,0,3,0,1,0,0,0
2914,529.8425,13,0,0,2,68,0,3,0,0,0,0,1
2915,45.72,21,1,0,1,49,0,3,0,0,0,0,1
2916,195.81,11,0,0,1,20,0,1,0,1,0,0,0
2917,243.79,0,0,0,2,43,0,2,0,0,1,0,0
